MatchID,Team,WK,11309
7919,Mumbai Indians,Ishan Kishan,
7920,Sunrisers Hyderabad,WP Saha,
7920,Rajasthan Royals,JC Buttler,
7921,Royal Challengers Bangalore,Q de Kock,
7921,Kolkata Knight Riders,KD Karthik,
7922,Chennai Super Kings,MS Dhoni,
7922,Delhi Daredevils,RR Pant,
7923,Royal Challengers Bangalore,Q de Kock,
7923,Mumbai Indians,Ishan Kishan,
7924,Delhi Daredevils,RR Pant,
7924,Rajasthan Royals,JC Buttler,
7925,Chennai Super Kings,MS Dhoni,
7925,Kolkata Knight Riders,KD Karthik,
7926,Kings XI Punjab,KL Rahul,
7926,Mumbai Indians,Ishan Kishan,
7927,Royal Challengers Bangalore,PA Patel,
7927,Chennai Super Kings,MS Dhoni,
7928,Delhi Daredevils,RR Pant,
7928,Sunrisers Hyderabad,WP Saha,
7929,Mumbai Indians,Ishan Kishan,
7929,Kolkata Knight Riders,KD Karthik,
7930,Rajasthan Royals,JC Buttler,
7930,Kings XI Punjab,KL Rahul,
7931,Sunrisers Hyderabad,WP Saha,
7931,Royal Challengers Bangalore,PA Patel,
7932,Rajasthan Royals,JC Buttler,
7932,Kings XI Punjab,KL Rahul,
7933,Mumbai Indians,Ishan Kishan,
7933,Kolkata Knight Riders,KD Karthik,
7934,Delhi Daredevils,RR Pant,
7934,Sunrisers Hyderabad,SP Goswami,
7935,Chennai Super Kings,MS Dhoni,
7935,Rajasthan Royals,JC Buttler,
7936,Kolkata Knight Riders,KD Karthik,
7936,Kings XI Punjab,KL Rahul,
7937,Delhi Daredevils,RR Pant,
7937,Royal Challengers Bangalore,PA Patel,
7938,Sunrisers Hyderabad,SP Goswami,
7938,Chennai Super Kings,MS Dhoni,
7939,Mumbai Indians,Ishan Kishan,
7939,Rajasthan Royals,JC Buttler,
7940,Kings XI Punjab,KL Rahul,
7940,Royal Challengers Bangalore,PA Patel,
7941,Rajasthan Royals,JC Buttler,
7941,Kolkata Knight Riders,KD Karthik,
7942,Mumbai Indians,Ishan Kishan,
7942,Kings XI Punjab,KL Rahul,
7943,Royal Challengers Bangalore,PA Patel,
7943,Sunrisers Hyderabad,SP Goswami,
7944,Delhi Daredevils,RR Pant,
7944,Chennai Super Kings,MS Dhoni,
7945,Rajasthan Royals,H Klaasen,
7945,Royal Challengers Bangalore,PA Patel,
7946,Sunrisers Hyderabad,SP Goswami,
7946,Kolkata Knight Riders,KD Karthik,
7947,Delhi Daredevils,RR Pant,
7947,Mumbai Indians,Ishan Kishan,
7948,Kings XI Punjab,KL Rahul,
7948,Chennai Super Kings,MS Dhoni,
7949,Sunrisers Hyderabad,SP Goswami,
7949,Chennai Super Kings,MS Dhoni,
7950,Kolkata Knight Riders,KD Karthik,
7950,Rajasthan Royals,H Klaasen,
7951,Sunrisers Hyderabad,WP Saha,
7951,Kolkata Knight Riders,KD Karthik,
7952,Sunrisers Hyderabad,SP Goswami,
7952,Chennai Super Kings,MS Dhoni,
11137,Royal Challengers Bangalore,PA Patel,
11137,Chennai Super Kings,MS Dhoni,
11138,Sunrisers Hyderabad,JM Bairstow,
11138,Kolkata Knight Riders,KD Karthik,
11139,Delhi Capitals,RR Pant,
11139,Mumbai Indians,Q de Kock,
11140,Kings XI Punjab,N Pooran,
11140,Rajasthan Royals,JC Buttler,
11141,Delhi Capitals,RR Pant,
11141,Chennai Super Kings,MS Dhoni,
11142,Kolkata Knight Riders,KD Karthik,
11142,Kings XI Punjab,KL Rahul,
11143,Mumbai Indians,Q de Kock,
11143,Royal Challengers Bangalore,PA Patel,
11144,Rajasthan Royals,JC Buttler,
11144,Sunrisers Hyderabad,JM Bairstow,
11145,Mumbai Indians,Q de Kock,
11145,Kings XI Punjab,KL Rahul,
11146,Kolkata Knight Riders,KD Karthik,
11146,Delhi Capitals,RR Pant,
11147,Sunrisers Hyderabad,JM Bairstow,
11147,Royal Challengers Bangalore,PA Patel,
11148,Chennai Super Kings,MS Dhoni,
11148,Rajasthan Royals,JC Buttler,
11149,Kings XI Punjab,KL Rahul,
11149,Delhi Capitals,RR Pant,
11150,Royal Challengers Bangalore,PA Patel,
11150,Rajasthan Royals,JC Buttler,
11151,Mumbai Indians,Q de Kock,
11151,Chennai Super Kings,MS Dhoni,
11152,Delhi Capitals,RR Pant,
11152,Sunrisers Hyderabad,JM Bairstow,
11153,Royal Challengers Bangalore,PA Patel,
11153,Kolkata Knight Riders,KD Karthik,
11309,Chennai Super Kings,MS Dhoni,
11309,Kings XI Punjab,KL Rahul,
11310,Mumbai Indians,Q de Kock,
11310,Sunrisers Hyderabad,JM Bairstow,
11311,Royal Challengers Bangalore,PA Patel,
11311,Delhi Capitals,RR Pant,
11312,Rajasthan Royals,JC Buttler,
11312,Kolkata Knight Riders,KD Karthik,
11313,Sunrisers Hyderabad,JM Bairstow,
11313,Kings XI Punjab,KL Rahul,
11314,Kolkata Knight Riders,KD Karthik,
11314,Chennai Super Kings,MS Dhoni,
11315,Kings XI Punjab,KL Rahul,
11315,Mumbai Indians,Q de Kock,
11316,Rajasthan Royals,JC Buttler,
11316,Chennai Super Kings,MS Dhoni,
11317,Kolkata Knight Riders,KD Karthik,
11317,Delhi Capitals,RR Pant,
11318,Mumbai Indians,Q de Kock,
11318,Rajasthan Royals,SV Samson,
11319,Kings XI Punjab,N Pooran,
11319,Royal Challengers Bangalore,PA Patel,
11320,Kolkata Knight Riders,KD Karthik,
11320,Chennai Super Kings,MS Dhoni,
11321,Delhi Capitals,RR Pant,
11321,Sunrisers Hyderabad,JM Bairstow,
11322,Royal Challengers Bangalore,PA Patel,
11322,Mumbai Indians,Q de Kock,
11323,Kings XI Punjab,N Pooran,
11323,Rajasthan Royals,SV Samson,
11324,Chennai Super Kings,SW Billings,
11324,Sunrisers Hyderabad,JM Bairstow,
11325,Mumbai Indians,Q de Kock,
11325,Delhi Capitals,RR Pant,
11326,Royal Challengers Bangalore,PA Patel,
11326,Kolkata Knight Riders,KD Karthik,
11327,Mumbai Indians,Q de Kock,
11327,Rajasthan Royals,SV Samson,
11328,Kings XI Punjab,KL Rahul,
11328,Delhi Capitals,RR Pant,
11329,Kolkata Knight Riders,KD Karthik,
11329,Sunrisers Hyderabad,JM Bairstow,
11330,Royal Challengers Bangalore,PA Patel,
11330,Chennai Super Kings,MS Dhoni,
11331,Rajasthan Royals,SV Samson,
11331,Delhi Capitals,RR Pant,
11332,Sunrisers Hyderabad,JM Bairstow,
11332,Chennai Super Kings,MS Dhoni,
11333,Royal Challengers Bangalore,PA Patel,
11333,Kings XI Punjab,N Pooran,
11334,Kolkata Knight Riders,KD Karthik,
11334,Rajasthan Royals,SV Samson,
11335,Mumbai Indians,Q de Kock,
11335,Chennai Super Kings,AT Rayudu,
11336,Sunrisers Hyderabad,WP Saha,
11336,Rajasthan Royals,SV Samson,
11337,Delhi Capitals,RR Pant,
11337,Royal Challengers Bangalore,PA Patel,
11338,Kolkata Knight Riders,KD Karthik,
11338,Mumbai Indians,Q de Kock,
11339,Sunrisers Hyderabad,WP Saha,
11339,Kings XI Punjab,P Simran Singh,
11340,Royal Challengers Bangalore,PA Patel,
11340,Rajasthan Royals,SV Samson,
11341,Chennai Super Kings,MS Dhoni,
11341,Delhi Capitals,RR Pant,
11342,Mumbai Indians,Q de Kock,
11342,Sunrisers Hyderabad,WP Saha,
11343,Kings XI Punjab,N Pooran,
11343,Kolkata Knight Riders,KD Karthik,
11344,Rajasthan Royals,SV Samson,
11344,Delhi Capitals,RR Pant,
11345,Sunrisers Hyderabad,WP Saha,
11345,Royal Challengers Bangalore,PA Patel,
11346,Chennai Super Kings,MS Dhoni,
11346,Kings XI Punjab,N Pooran,
11347,Kolkata Knight Riders,KD Karthik,
11347,Mumbai Indians,Q de Kock,
11412,Chennai Super Kings,MS Dhoni,
11412,Mumbai Indians,Q de Kock,
11413,Sunrisers Hyderabad,WP Saha,
11413,Delhi Capitals,RR Pant,
11414,Delhi Capitals,RR Pant,
11414,Chennai Super Kings,MS Dhoni,
11415,Mumbai Indians,Q de Kock,
11415,Chennai Super Kings,MS Dhoni,
