MatchID,Team,WK,11309
329,Kings XI Punjab,AC Gilchrist,
329,Kolkata Knight Riders,MS Bisla,
330,Deccan Chargers,PA Patel,
330,Delhi Daredevils,NV Ojha,
331,Chennai Super Kings,MS Dhoni,
331,Pune Warriors,RV Uthappa,
332,Kings XI Punjab,N Saini,
332,Royal Challengers Bangalore,KB Arun Karthik,
333,Rajasthan Royals,SP Goswami,
333,Chennai Super Kings,MS Dhoni,
334,Pune Warriors,RV Uthappa,
334,Delhi Daredevils,NV Ojha,
335,Mumbai Indians,KD Karthik,
335,Kings XI Punjab,N Saini,
336,Deccan Chargers,PA Patel,
336,Kolkata Knight Riders,MS Bisla,
337,Royal Challengers Bangalore,AB de Villiers,
337,Rajasthan Royals,SP Goswami,
338,Pune Warriors,RV Uthappa,
338,Delhi Daredevils,NV Ojha,
339,Kings XI Punjab,N Saini,
339,Mumbai Indians,KD Karthik,
340,Deccan Chargers,PA Patel,
340,Pune Warriors,RV Uthappa,
341,Delhi Daredevils,NV Ojha,
341,Mumbai Indians,KD Karthik,
342,Kings XI Punjab,N Saini,
342,Chennai Super Kings,MS Dhoni,
343,Kolkata Knight Riders,BB McCullum,
343,Royal Challengers Bangalore,AB de Villiers,
344,Delhi Daredevils,NV Ojha,
344,Rajasthan Royals,SP Goswami,
345,Deccan Chargers,PA Patel,
345,Mumbai Indians,KD Karthik,
346,Chennai Super Kings,MS Dhoni,
346,Kolkata Knight Riders,BB McCullum,
347,Deccan Chargers,PA Patel,
347,Pune Warriors,RV Uthappa,
348,Rajasthan Royals,SP Goswami,
348,Delhi Daredevils,NV Ojha,
349,Royal Challengers Bangalore,AB de Villiers,
349,Kings XI Punjab,N Saini,
350,Mumbai Indians,KD Karthik,
350,Pune Warriors,RV Uthappa,
351,Chennai Super Kings,MS Dhoni,
351,Deccan Chargers,PA Patel,
352,Kolkata Knight Riders,BB McCullum,
352,Pune Warriors,RV Uthappa,
353,Rajasthan Royals,DH Yagnik,
353,Kings XI Punjab,N Saini,
354,Chennai Super Kings,MS Dhoni,
354,Mumbai Indians,KD Karthik,
355,Deccan Chargers,PA Patel,
355,Royal Challengers Bangalore,AB de Villiers,
356,Delhi Daredevils,NV Ojha,
356,Kolkata Knight Riders,BB McCullum,
357,Pune Warriors,RV Uthappa,
357,Rajasthan Royals,DH Yagnik,
358,Kings XI Punjab,N Saini,
358,Deccan Chargers,PA Patel,
359,Mumbai Indians,KD Karthik,
359,Royal Challengers Bangalore,AB de Villiers,
360,Deccan Chargers,PA Patel,
360,Delhi Daredevils,NV Ojha,
361,Rajasthan Royals,DH Yagnik,
361,Chennai Super Kings,MS Dhoni,
362,Royal Challengers Bangalore,AB de Villiers,
362,Pune Warriors,RV Uthappa,
363,Mumbai Indians,KD Karthik,
363,Kolkata Knight Riders,MS Bisla,
364,Delhi Daredevils,NV Ojha,
364,Chennai Super Kings,MS Dhoni,
365,Rajasthan Royals,SP Goswami,
365,Pune Warriors,RV Uthappa,
366,Deccan Chargers,PA Patel,
366,Kings XI Punjab,N Saini,
367,Royal Challengers Bangalore,AB de Villiers,
367,Mumbai Indians,KD Karthik,
368,Kolkata Knight Riders,BB McCullum,
368,Chennai Super Kings,MS Dhoni,
369,Kings XI Punjab,N Saini,
369,Delhi Daredevils,NV Ojha,
370,Kolkata Knight Riders,BB McCullum,
370,Mumbai Indians,KD Karthik,
371,Chennai Super Kings,MS Dhoni,
371,Kings XI Punjab,AC Gilchrist,
372,Royal Challengers Bangalore,AB de Villiers,
372,Delhi Daredevils,NV Ojha,
373,Rajasthan Royals,SP Goswami,
373,Deccan Chargers,PA Patel,
374,Kings XI Punjab,AC Gilchrist,
374,Delhi Daredevils,NV Ojha,
375,Kolkata Knight Riders,BB McCullum,
375,Pune Warriors,RV Uthappa,
376,Deccan Chargers,PA Patel,
376,Royal Challengers Bangalore,AB de Villiers,
377,Rajasthan Royals,DH Yagnik,
377,Mumbai Indians,KD Karthik,
378,Kolkata Knight Riders,BB McCullum,
378,Delhi Daredevils,NV Ojha,
379,Chennai Super Kings,MS Dhoni,
379,Mumbai Indians,KD Karthik,
380,Chennai Super Kings,MS Dhoni,
380,Delhi Daredevils,NV Ojha,
381,Chennai Super Kings,MS Dhoni,
381,Kolkata Knight Riders,MS Bisla,
382,Delhi Daredevils,NV Ojha,
382,Kolkata Knight Riders,MS Bisla,
383,Royal Challengers Bangalore,KB Arun Karthik,
383,Mumbai Indians,KD Karthik,
384,Sunrisers Hyderabad,PA Patel,
384,Pune Warriors,RV Uthappa,
385,Rajasthan Royals,MDKJ Perera,
385,Delhi Daredevils,NV Ojha,
386,Mumbai Indians,KD Karthik,
386,Chennai Super Kings,MS Dhoni,
387,Pune Warriors,RV Uthappa,
387,Kings XI Punjab,AC Gilchrist,
388,Royal Challengers Bangalore,KB Arun Karthik,
388,Sunrisers Hyderabad,PA Patel,
389,Rajasthan Royals,DH Yagnik,
389,Kolkata Knight Riders,MS Bisla,
390,Sunrisers Hyderabad,PA Patel,
390,Royal Challengers Bangalore,KB Arun Karthik,
391,Mumbai Indians,KD Karthik,
391,Delhi Daredevils,KM Jadhav,
392,Kings XI Punjab,AC Gilchrist,
392,Chennai Super Kings,MS Dhoni,
393,Kolkata Knight Riders,MS Bisla,
393,Royal Challengers Bangalore,KB Arun Karthik,
394,Rajasthan Royals,MDKJ Perera,
394,Pune Warriors,RV Uthappa,
395,Delhi Daredevils,KM Jadhav,
395,Sunrisers Hyderabad,PA Patel,
396,Mumbai Indians,KD Karthik,
396,Pune Warriors,RV Uthappa,
397,Royal Challengers Bangalore,KB Arun Karthik,
397,Chennai Super Kings,MS Dhoni,
398,Kolkata Knight Riders,MS Bisla,
398,Sunrisers Hyderabad,PA Patel,
399,Kings XI Punjab,AC Gilchrist,
399,Rajasthan Royals,SV Samson,
400,Pune Warriors,RV Uthappa,
400,Chennai Super Kings,MS Dhoni,
401,Kings XI Punjab,AC Gilchrist,
401,Kolkata Knight Riders,MS Bisla,
402,Delhi Daredevils,KM Jadhav,
402,Royal Challengers Bangalore,KB Arun Karthik,
403,Sunrisers Hyderabad,PA Patel,
403,Pune Warriors,RV Uthappa,
404,Rajasthan Royals,DH Yagnik,
404,Mumbai Indians,KD Karthik,
405,Chennai Super Kings,MS Dhoni,
405,Delhi Daredevils,KM Jadhav,
406,Kings XI Punjab,AC Gilchrist,
406,Sunrisers Hyderabad,Q de Kock,
407,Kolkata Knight Riders,DB Das,
407,Chennai Super Kings,MS Dhoni,
408,Rajasthan Royals,DH Yagnik,
408,Royal Challengers Bangalore,KB Arun Karthik,
409,Mumbai Indians,KD Karthik,
409,Delhi Daredevils,KM Jadhav,
410,Pune Warriors,RV Uthappa,
410,Kings XI Punjab,AC Gilchrist,
411,Rajasthan Royals,DH Yagnik,
411,Chennai Super Kings,MS Dhoni,
412,Royal Challengers Bangalore,KB Arun Karthik,
412,Pune Warriors,RV Uthappa,
413,Delhi Daredevils,KM Jadhav,
413,Kings XI Punjab,AC Gilchrist,
414,Kolkata Knight Riders,DB Das,
414,Mumbai Indians,KD Karthik,
415,Sunrisers Hyderabad,Q de Kock,
415,Chennai Super Kings,MS Dhoni,
416,Kings XI Punjab,AC Gilchrist,
416,Kolkata Knight Riders,MS Bisla,
417,Sunrisers Hyderabad,KC Sangakkara,
417,Rajasthan Royals,DH Yagnik,
418,Mumbai Indians,KD Karthik,
418,Royal Challengers Bangalore,KB Arun Karthik,
419,Chennai Super Kings,MS Dhoni,
419,Kolkata Knight Riders,MS Bisla,
420,Delhi Daredevils,KM Jadhav,
420,Pune Warriors,RV Uthappa,
421,Royal Challengers Bangalore,AB de Villiers,
421,Rajasthan Royals,SV Samson,
422,Mumbai Indians,KD Karthik,
422,Kings XI Punjab,Gurkeerat Singh,
423,Chennai Super Kings,MS Dhoni,
423,Pune Warriors,RV Uthappa,
424,Mumbai Indians,KD Karthik,
424,Sunrisers Hyderabad,KC Sangakkara,
425,Kolkata Knight Riders,MS Bisla,
425,Delhi Daredevils,KM Jadhav,
426,Chennai Super Kings,MS Dhoni,
426,Kings XI Punjab,Gurkeerat Singh,
427,Royal Challengers Bangalore,KB Arun Karthik,
427,Pune Warriors,RV Uthappa,
428,Rajasthan Royals,DH Yagnik,
428,Kolkata Knight Riders,MS Bisla,
429,Delhi Daredevils,KM Jadhav,
429,Sunrisers Hyderabad,PA Patel,
430,Mumbai Indians,KD Karthik,
430,Chennai Super Kings,MS Dhoni,
431,Pune Warriors,M Rawat,
431,Rajasthan Royals,SV Samson,
432,Royal Challengers Bangalore,KB Arun Karthik,
432,Kings XI Punjab,Gurkeerat Singh,
433,Delhi Daredevils,CM Gautam,
433,Rajasthan Royals,SV Samson,
434,Mumbai Indians,KD Karthik,
434,Kolkata Knight Riders,MS Bisla,
435,Chennai Super Kings,MS Dhoni,
435,Sunrisers Hyderabad,PA Patel,
436,Kings XI Punjab,AC Gilchrist,
436,Rajasthan Royals,DH Yagnik,
437,Kolkata Knight Riders,MS Bisla,
437,Pune Warriors,M Rawat,
438,Royal Challengers Bangalore,AB de Villiers,
438,Delhi Daredevils,KM Jadhav,
439,Pune Warriors,RV Uthappa,
439,Mumbai Indians,KD Karthik,
440,Sunrisers Hyderabad,PA Patel,
440,Kings XI Punjab,AC Gilchrist,
441,Royal Challengers Bangalore,AB de Villiers,
441,Kolkata Knight Riders,MS Bisla,
442,Chennai Super Kings,MS Dhoni,
442,Rajasthan Royals,DH Yagnik,
443,Sunrisers Hyderabad,PA Patel,
443,Mumbai Indians,KD Karthik,
444,Royal Challengers Bangalore,KB Arun Karthik,
444,Kings XI Punjab,AC Gilchrist,
445,Chennai Super Kings,MS Dhoni,
445,Delhi Daredevils,KM Jadhav,
446,Pune Warriors,RV Uthappa,
446,Kolkata Knight Riders,MS Bisla,
447,Mumbai Indians,KD Karthik,
447,Rajasthan Royals,DH Yagnik,
448,Kings XI Punjab,AC Gilchrist,
448,Delhi Daredevils,CM Gautam,
449,Sunrisers Hyderabad,PA Patel,
449,Rajasthan Royals,SV Samson,
450,Kings XI Punjab,AC Gilchrist,
450,Mumbai Indians,KD Karthik,
451,Royal Challengers Bangalore,KL Rahul,
451,Chennai Super Kings,MS Dhoni,
452,Pune Warriors,RV Uthappa,
452,Delhi Daredevils,CM Gautam,
453,Kolkata Knight Riders,MS Bisla,
453,Sunrisers Hyderabad,PA Patel,
454,Chennai Super Kings,MS Dhoni,
454,Mumbai Indians,KD Karthik,
455,Sunrisers Hyderabad,PA Patel,
455,Rajasthan Royals,DH Yagnik,
456,Rajasthan Royals,DH Yagnik,
456,Mumbai Indians,KD Karthik,
457,Mumbai Indians,KD Karthik,
457,Chennai Super Kings,MS Dhoni,
458,Kolkata Knight Riders,RV Uthappa,
458,Mumbai Indians,CM Gautam,
459,Delhi Daredevils,KD Karthik,
459,Royal Challengers Bangalore,PA Patel,
460,Chennai Super Kings,MS Dhoni,
460,Kings XI Punjab,WP Saha,
461,Sunrisers Hyderabad,KL Rahul,
461,Rajasthan Royals,SV Samson,
462,Mumbai Indians,AP Tare,
462,Royal Challengers Bangalore,PA Patel,
463,Kolkata Knight Riders,RV Uthappa,
463,Delhi Daredevils,KD Karthik,
464,Rajasthan Royals,SV Samson,
464,Kings XI Punjab,WP Saha,
465,Chennai Super Kings,MS Dhoni,
465,Delhi Daredevils,KD Karthik,
466,Kings XI Punjab,WP Saha,
466,Sunrisers Hyderabad,KL Rahul,
467,Chennai Super Kings,MS Dhoni,
467,Rajasthan Royals,SV Samson,
468,Kolkata Knight Riders,RV Uthappa,
468,Royal Challengers Bangalore,PA Patel,
469,Sunrisers Hyderabad,NV Ojha,
469,Delhi Daredevils,KD Karthik,
470,Mumbai Indians,CM Gautam,
470,Chennai Super Kings,MS Dhoni,
471,Royal Challengers Bangalore,PA Patel,
471,Rajasthan Royals,SV Samson,
472,Kings XI Punjab,WP Saha,
472,Kolkata Knight Riders,RV Uthappa,
473,Mumbai Indians,CM Gautam,
473,Delhi Daredevils,KD Karthik,
474,Sunrisers Hyderabad,KL Rahul,
474,Chennai Super Kings,MS Dhoni,
475,Royal Challengers Bangalore,PA Patel,
475,Kings XI Punjab,WP Saha,
476,Rajasthan Royals,SV Samson,
476,Kolkata Knight Riders,MS Bisla,
477,Sunrisers Hyderabad,NV Ojha,
477,Mumbai Indians,CM Gautam,
478,Chennai Super Kings,MS Dhoni,
478,Kolkata Knight Riders,RV Uthappa,
479,Kings XI Punjab,WP Saha,
479,Mumbai Indians,CM Gautam,
480,Delhi Daredevils,KD Karthik,
480,Rajasthan Royals,SV Samson,
481,Sunrisers Hyderabad,NV Ojha,
481,Royal Challengers Bangalore,PA Patel,
482,Rajasthan Royals,SV Samson,
482,Kolkata Knight Riders,RV Uthappa,
483,Delhi Daredevils,KD Karthik,
483,Chennai Super Kings,MS Dhoni,
484,Mumbai Indians,CM Gautam,
484,Royal Challengers Bangalore,PA Patel,
485,Delhi Daredevils,KD Karthik,
485,Kolkata Knight Riders,RV Uthappa,
486,Kings XI Punjab,WP Saha,
486,Chennai Super Kings,MS Dhoni,
487,Sunrisers Hyderabad,NV Ojha,
487,Rajasthan Royals,SV Samson,
488,Kings XI Punjab,WP Saha,
488,Royal Challengers Bangalore,PA Patel,
489,Delhi Daredevils,KD Karthik,
489,Sunrisers Hyderabad,NV Ojha,
490,Mumbai Indians,CM Gautam,
490,Chennai Super Kings,MS Dhoni,
491,Kings XI Punjab,WP Saha,
491,Kolkata Knight Riders,RV Uthappa,
492,Royal Challengers Bangalore,PA Patel,
492,Rajasthan Royals,SV Samson,
493,Sunrisers Hyderabad,NV Ojha,
493,Mumbai Indians,CM Gautam,
494,Rajasthan Royals,DH Yagnik,
494,Chennai Super Kings,MS Dhoni,
495,Royal Challengers Bangalore,PA Patel,
495,Delhi Daredevils,Q de Kock,
496,Sunrisers Hyderabad,NV Ojha,
496,Kings XI Punjab,WP Saha,
497,Mumbai Indians,CM Gautam,
497,Kolkata Knight Riders,RV Uthappa,
498,Rajasthan Royals,SV Samson,
498,Delhi Daredevils,KD Karthik,
499,Chennai Super Kings,MS Dhoni,
499,Royal Challengers Bangalore,PA Patel,
500,Sunrisers Hyderabad,NV Ojha,
500,Kolkata Knight Riders,RV Uthappa,
501,Mumbai Indians,AP Tare,
501,Rajasthan Royals,SV Samson,
502,Delhi Daredevils,KD Karthik,
502,Kings XI Punjab,WP Saha,
503,Royal Challengers Bangalore,PA Patel,
503,Sunrisers Hyderabad,NV Ojha,
504,Chennai Super Kings,MS Dhoni,
504,Kolkata Knight Riders,RV Uthappa,
505,Kings XI Punjab,WP Saha,
505,Mumbai Indians,AP Tare,
506,Kolkata Knight Riders,RV Uthappa,
506,Royal Challengers Bangalore,YV Takawale,
507,Chennai Super Kings,MS Dhoni,
507,Sunrisers Hyderabad,NV Ojha,
508,Mumbai Indians,AP Tare,
508,Delhi Daredevils,KD Karthik,
509,Kings XI Punjab,WP Saha,
509,Rajasthan Royals,SV Samson,
510,Royal Challengers Bangalore,YV Takawale,
510,Chennai Super Kings,MS Dhoni,
511,Sunrisers Hyderabad,NV Ojha,
511,Kolkata Knight Riders,RV Uthappa,
512,Delhi Daredevils,KD Karthik,
512,Kings XI Punjab,WP Saha,
513,Rajasthan Royals,SV Samson,
513,Mumbai Indians,AP Tare,
514,Kolkata Knight Riders,RV Uthappa,
514,Kings XI Punjab,WP Saha,
515,Mumbai Indians,AP Tare,
515,Chennai Super Kings,MS Dhoni,
516,Kings XI Punjab,WP Saha,
516,Chennai Super Kings,MS Dhoni,
517,Kings XI Punjab,WP Saha,
517,Kolkata Knight Riders,RV Uthappa,
518,Mumbai Indians,AP Tare,
518,Kolkata Knight Riders,RV Uthappa,
519,Chennai Super Kings,MS Dhoni,
519,Delhi Daredevils,CM Gautam,
520,Rajasthan Royals,SV Samson,
520,Kings XI Punjab,WP Saha,
521,Chennai Super Kings,MS Dhoni,
521,Sunrisers Hyderabad,NV Ojha,
522,Kolkata Knight Riders,RV Uthappa,
522,Royal Challengers Bangalore,KD Karthik,
523,Delhi Daredevils,KM Jadhav,
523,Rajasthan Royals,SV Samson,
524,Kings XI Punjab,WP Saha,
524,Mumbai Indians,AP Tare,
525,Royal Challengers Bangalore,KD Karthik,
525,Sunrisers Hyderabad,NV Ojha,
526,Mumbai Indians,PA Patel,
526,Rajasthan Royals,SV Samson,
527,Kings XI Punjab,WP Saha,
527,Delhi Daredevils,KM Jadhav,
528,Sunrisers Hyderabad,NV Ojha,
528,Rajasthan Royals,SV Samson,
529,Mumbai Indians,PA Patel,
529,Chennai Super Kings,MS Dhoni,
530,Delhi Daredevils,KM Jadhav,
530,Sunrisers Hyderabad,NV Ojha,
531,Kings XI Punjab,WP Saha,
531,Kolkata Knight Riders,RV Uthappa,
532,Chennai Super Kings,MS Dhoni,
532,Rajasthan Royals,SV Samson,
533,Mumbai Indians,PA Patel,
533,Royal Challengers Bangalore,KD Karthik,
534,Delhi Daredevils,KM Jadhav,
534,Kolkata Knight Riders,RV Uthappa,
535,Rajasthan Royals,SV Samson,
535,Kings XI Punjab,WP Saha,
536,Sunrisers Hyderabad,NV Ojha,
536,Kolkata Knight Riders,RV Uthappa,
537,Chennai Super Kings,MS Dhoni,
537,Royal Challengers Bangalore,KD Karthik,
538,Delhi Daredevils,KM Jadhav,
538,Mumbai Indians,PA Patel,
539,Rajasthan Royals,SV Samson,
539,Royal Challengers Bangalore,KD Karthik,
540,Mumbai Indians,PA Patel,
540,Sunrisers Hyderabad,NV Ojha,
541,Chennai Super Kings,MS Dhoni,
541,Kings XI Punjab,WP Saha,
542,Delhi Daredevils,KM Jadhav,
542,Royal Challengers Bangalore,KD Karthik,
543,Sunrisers Hyderabad,NV Ojha,
543,Kings XI Punjab,WP Saha,
544,Chennai Super Kings,MS Dhoni,
544,Kolkata Knight Riders,RV Uthappa,
545,Royal Challengers Bangalore,KD Karthik,
545,Royal Challengers Bangalore innings,NA,
546,Chennai Super Kings,MS Dhoni,
546,Kolkata Knight Riders,RV Uthappa,
547,Kings XI Punjab,WP Saha,
547,Delhi Daredevils,KM Jadhav,
548,Mumbai Indians,PA Patel,
548,Rajasthan Royals,SV Samson,
549,Kolkata Knight Riders,RV Uthappa,
549,Royal Challengers Bangalore,KD Karthik,
550,Sunrisers Hyderabad,NV Ojha,
550,Chennai Super Kings,MS Dhoni,
551,Mumbai Indians,PA Patel,
551,Kings XI Punjab,WP Saha,
552,Rajasthan Royals,SV Samson,
552,Delhi Daredevils,KM Jadhav,
553,Chennai Super Kings,MS Dhoni,
553,Royal Challengers Bangalore,KD Karthik,
554,Kolkata Knight Riders,RV Uthappa,
554,Sunrisers Hyderabad,NV Ojha,
555,Delhi Daredevils,KM Jadhav,
555,Mumbai Indians,PA Patel,
556,Royal Challengers Bangalore,KD Karthik,
556,Kings XI Punjab,WP Saha,
557,Sunrisers Hyderabad,NV Ojha,
557,Rajasthan Royals,SV Samson,
558,Kolkata Knight Riders,RV Uthappa,
558,Delhi Daredevils,KM Jadhav,
559,Chennai Super Kings,MS Dhoni,
559,Mumbai Indians,PA Patel,
560,Kings XI Punjab,WP Saha,
560,Kolkata Knight Riders,RV Uthappa,
561,Sunrisers Hyderabad,NV Ojha,
561,Delhi Daredevils,Q de Kock,
562,Royal Challengers Bangalore,KD Karthik,
562,Mumbai Indians,PA Patel,
563,Chennai Super Kings,MS Dhoni,
563,Rajasthan Royals,SV Samson,
564,Sunrisers Hyderabad,NV Ojha,
564,Kings XI Punjab,WP Saha,
565,Chennai Super Kings,MS Dhoni,
565,Delhi Daredevils,Q de Kock,
566,Kings XI Punjab,WP Saha,
566,Royal Challengers Bangalore,KD Karthik,
567,Mumbai Indians,PA Patel,
567,Kolkata Knight Riders,RV Uthappa,
568,Sunrisers Hyderabad,NV Ojha,
568,Royal Challengers Bangalore,KD Karthik,
569,Kings XI Punjab,WP Saha,
569,Chennai Super Kings,MS Dhoni,
570,Rajasthan Royals,SV Samson,
570,Kolkata Knight Riders,RV Uthappa,
571,Delhi Daredevils,Q de Kock,
571,Royal Challengers Bangalore,KD Karthik,
572,Sunrisers Hyderabad,NV Ojha,
572,Mumbai Indians,PA Patel,
573,Mumbai Indians,PA Patel,
573,Chennai Super Kings,MS Dhoni,
574,Royal Challengers Bangalore,KD Karthik,
574,Rajasthan Royals,SV Samson,
575,Royal Challengers Bangalore,KD Karthik,
575,Chennai Super Kings,MS Dhoni,
576,Mumbai Indians,PA Patel,
576,Chennai Super Kings,MS Dhoni,
577,Mumbai Indians,JC Buttler,
577,Rising Pune Supergiants,MS Dhoni,
578,Delhi Daredevils,Q de Kock,
578,Kolkata Knight Riders,RV Uthappa,
579,Kings XI Punjab,WP Saha,
579,Gujarat Lions,KD Karthik,
580,Royal Challengers Bangalore,KM Jadhav,
580,Sunrisers Hyderabad,NV Ojha,
581,Kolkata Knight Riders,RV Uthappa,
581,Mumbai Indians,PA Patel,
582,Rising Pune Supergiants,MS Dhoni,
582,Gujarat Lions,KD Karthik,
583,Kings XI Punjab,WP Saha,
583,Delhi Daredevils,Q de Kock,
584,Sunrisers Hyderabad,NV Ojha,
584,Kolkata Knight Riders,RV Uthappa,
585,Mumbai Indians,PA Patel,
585,Gujarat Lions,KD Karthik,
586,Rising Pune Supergiants,MS Dhoni,
586,Kings XI Punjab,WP Saha,
587,Royal Challengers Bangalore,KM Jadhav,
587,Delhi Daredevils,Q de Kock,
588,Mumbai Indians,PA Patel,
588,Sunrisers Hyderabad,NV Ojha,
589,Kings XI Punjab,WP Saha,
589,Kolkata Knight Riders,RV Uthappa,
590,Royal Challengers Bangalore,KL Rahul,
590,Mumbai Indians,PA Patel,
591,Gujarat Lions,KD Karthik,
591,Sunrisers Hyderabad,NV Ojha,
592,Royal Challengers Bangalore,KL Rahul,
592,Rising Pune Supergiants,MS Dhoni,
593,Delhi Daredevils,Q de Kock,
593,Mumbai Indians,PA Patel,
594,Kings XI Punjab,NS Naik,
594,Sunrisers Hyderabad,NV Ojha,
595,Royal Challengers Bangalore,KL Rahul,
595,Gujarat Lions,KD Karthik,
596,Rising Pune Supergiants,MS Dhoni,
596,Kolkata Knight Riders,RV Uthappa,
597,Mumbai Indians,PA Patel,
597,Kings XI Punjab,NS Naik,
598,Sunrisers Hyderabad,NV Ojha,
598,Rising Pune Supergiants,MS Dhoni,
599,Gujarat Lions,KD Karthik,
599,Delhi Daredevils,Q de Kock,
600,Kolkata Knight Riders,RV Uthappa,
600,Mumbai Indians,PA Patel,
601,Rising Pune Supergiants,MS Dhoni,
601,Gujarat Lions,KD Karthik,
602,Delhi Daredevils,Q de Kock,
602,Kolkata Knight Riders,RV Uthappa,
603,Sunrisers Hyderabad,NV Ojha,
603,Royal Challengers Bangalore,KL Rahul,
604,Kings XI Punjab,WP Saha,
604,Gujarat Lions,KD Karthik,
605,Rising Pune Supergiants,MS Dhoni,
605,Mumbai Indians,PA Patel,
606,Royal Challengers Bangalore,KL Rahul,
606,Kolkata Knight Riders,RV Uthappa,
607,Gujarat Lions,KD Karthik,
607,Delhi Daredevils,Q de Kock,
608,Kolkata Knight Riders,RV Uthappa,
608,Kings XI Punjab,WP Saha,
609,Delhi Daredevils,SV Samson,
609,Rising Pune Supergiants,MS Dhoni,
610,Gujarat Lions,KD Karthik,
610,Sunrisers Hyderabad,NV Ojha,
611,Rising Pune Supergiants,MS Dhoni,
611,Royal Challengers Bangalore,KL Rahul,
612,Kings XI Punjab,WP Saha,
612,Delhi Daredevils,Q de Kock,
613,Sunrisers Hyderabad,NV Ojha,
613,Mumbai Indians,PA Patel,
614,Kolkata Knight Riders,RV Uthappa,
614,Gujarat Lions,KD Karthik,
615,Royal Challengers Bangalore,KL Rahul,
615,Kings XI Punjab,WP Saha,
616,Sunrisers Hyderabad,NV Ojha,
616,Rising Pune Supergiants,MS Dhoni,
617,Royal Challengers Bangalore,KL Rahul,
617,Mumbai Indians,PA Patel,
618,Sunrisers Hyderabad,NV Ojha,
618,Delhi Daredevils,Q de Kock,
619,Mumbai Indians,JC Buttler,
619,Kings XI Punjab,WP Saha,
620,Royal Challengers Bangalore,KL Rahul,
620,Gujarat Lions,KD Karthik,
621,Rising Pune Supergiants,MS Dhoni,
621,Kolkata Knight Riders,RV Uthappa,
622,Kings XI Punjab,WP Saha,
622,Sunrisers Hyderabad,NV Ojha,
623,Mumbai Indians,JC Buttler,
623,Delhi Daredevils,Q de Kock,
624,Kolkata Knight Riders,RV Uthappa,
624,Royal Challengers Bangalore,KL Rahul,
625,Delhi Daredevils,Q de Kock,
625,Rising Pune Supergiants,MS Dhoni,
626,Royal Challengers Bangalore,KL Rahul,
626,Kings XI Punjab,WP Saha,
627,Kolkata Knight Riders,RV Uthappa,
627,Gujarat Lions,KD Karthik,
628,Sunrisers Hyderabad,NV Ojha,
628,Delhi Daredevils,Q de Kock,
629,Kings XI Punjab,WP Saha,
629,Rising Pune Supergiants,MS Dhoni,
630,Mumbai Indians,JC Buttler,
630,Gujarat Lions,KD Karthik,
631,Kolkata Knight Riders,RV Uthappa,
631,Sunrisers Hyderabad,NV Ojha,
632,Delhi Daredevils,Q de Kock,
632,Royal Challengers Bangalore,KL Rahul,
633,Gujarat Lions,KD Karthik,
633,Royal Challengers Bangalore,KL Rahul,
634,Sunrisers Hyderabad,NV Ojha,
634,Kolkata Knight Riders,RV Uthappa,
635,Gujarat Lions,KD Karthik,
635,Sunrisers Hyderabad,NV Ojha,
636,Sunrisers Hyderabad,NV Ojha,
636,Royal Challengers Bangalore,KL Rahul,
7894,Delhi Daredevils,RR Pant,
7894,Kings XI Punjab,KL Rahul,
7895,Royal Challengers Bangalore,Q de Kock,
7895,Kolkata Knight Riders,KD Karthik,
7896,Rajasthan Royals,JC Buttler,
7896,Sunrisers Hyderabad,WP Saha,
7897,Kolkata Knight Riders,KD Karthik,
7897,Chennai Super Kings,MS Dhoni,
7898,Rajasthan Royals,JC Buttler,
7898,Delhi Daredevils,RR Pant,
7899,Mumbai Indians,Ishan Kishan,
7899,Sunrisers Hyderabad,WP Saha,
7900,Kings XI Punjab,KL Rahul,
7900,Royal Challengers Bangalore,Q de Kock,
7901,Mumbai Indians,Ishan Kishan,
7901,Delhi Daredevils,RR Pant,
7902,Kolkata Knight Riders,KD Karthik,
7902,Sunrisers Hyderabad,WP Saha,
7903,Rajasthan Royals,JC Buttler,
7903,Royal Challengers Bangalore,Q de Kock,
7904,Kings XI Punjab,KL Rahul,
7904,Chennai Super Kings,MS Dhoni,
7905,Kolkata Knight Riders,KD Karthik,
7905,Delhi Daredevils,RR Pant,
7906,Mumbai Indians,Ishan Kishan,
7906,Royal Challengers Bangalore,Q de Kock,
7907,Rajasthan Royals,JC Buttler,
7907,Kolkata Knight Riders,KD Karthik,
7908,Kings XI Punjab,KL Rahul,
7908,Sunrisers Hyderabad,WP Saha,
7909,Chennai Super Kings,MS Dhoni,
7909,Rajasthan Royals,JC Buttler,
7910,Kolkata Knight Riders,KD Karthik,
7910,Kings XI Punjab,KL Rahul,
7911,Delhi Daredevils,RR Pant,
7911,Royal Challengers Bangalore,Q de Kock,
7912,Chennai Super Kings,MS Dhoni,
7912,Sunrisers Hyderabad,WP Saha,
7913,Mumbai Indians,Ishan Kishan,
7913,Rajasthan Royals,JC Buttler,
7914,Kings XI Punjab,KL Rahul,
7914,Delhi Daredevils,RR Pant,
7915,Sunrisers Hyderabad,WP Saha,
7915,Mumbai Indians,Ishan Kishan,
7916,Royal Challengers Bangalore,Q de Kock,
7916,Chennai Super Kings,MS Dhoni,
7917,Sunrisers Hyderabad,WP Saha,
7917,Kings XI Punjab,KL Rahul,
7918,Delhi Daredevils,RR Pant,
7918,Kolkata Knight Riders,KD Karthik,
7919,Chennai Super Kings,MS Dhoni,
